Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"V74   Ocup onibus traum colis veic transp pes onib";-;-;-;-;-;1;-;-;-;1;-;-;1;1;-;2;12;2;-;5;4;-;2;-;1;2;2;36
"V77   Ocup onibus traum colis objeto fixo parado";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"V78   Ocup onibus traum acid transp s/colis";-;-;-;-;2;-;4;2;3;-;1;3;1;1;1;3;8;-;2;11;4;1;-;-;1;-;-;48
"V79   Ocup onibus traum outr acid transp e NE";1;-;-;-;1;-;-;2;-;-;-;1;3;-;-;2;1;4;1;2;-;-;2;-;-;-;-;20
"V80   Pess mont anim oc veic anim traum ac transp";1;2;2;1;12;-;4;15;6;14;6;4;26;9;7;33;39;4;7;20;7;7;15;6;9;14;2;272
"V81   Ocup trem veic ferroviario traum acid transp";-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;1;1;-;8;4;-;-;-;-;-;-;-;17
"V82   Ocup de um bonde traum acid transp";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2;-;-;3;-;-;-;-;-;-;-;7
"V83   Ocup veic esp mot area ind traum ac transp";-;-;-;-;2;-;1;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;-;9
"V84   Ocup veic esp mot uso agric traum acid trans";-;-;-;1;2;-;3;-;1;1;1;-;3;-;-;8;19;3;1;8;18;17;41;8;4;8;1;148
"V85   Ocup veic mot esp constr traum acid transp";-;-;1;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;8
"V86   Ocup veic outr uso n-via pub traum ac transp";-;-;-;-;-;-;-;3;-;3;-;-;-;-;-;2;4;1;-;2;1;-;2;-;1;-;-;19
"V87   Acid trans tipo espec desconh mod transp vit";26;2;3;1;54;-;9;47;12;83;10;3;9;2;-;21;55;1;9;31;26;4;7;1;30;27;4;477
"V88   Ac n-trans tipo espec desconh mod transp vit";1;-;-;-;3;-;-;1;-;3;-;-;-;-;-;-;3;-;-;2;1;1;-;-;5;-;-;20
"V89   Acid veic mot n-mot tipos de veic NE";55;29;24;17;328;-;74;236;60;139;146;199;93;5;7;425;316;188;496;886;124;51;114;18;100;155;20;4305
"V90   Acid embarcacao caus afogamento submersao";-;1;23;2;5;2;1;-;1;1;-;-;1;-;-;1;2;-;8;4;4;1;1;1;1;1;-;61
"V91   Acid embarcacao causando outr tipo de traum";-;1;3;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;3;-;-;-;-;17
"V92   Afog submers rel transp agua s/acid embarc";-;1;29;-;2;-;-;2;3;2;-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;43
"V93   Acid bord emb s/ac bem n caus afog submers";-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;6
"V94   Outr acid transp p/agua e os NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;1;-;4
"V95   Acid de aeronave mot causando traum ao ocup";2;2;4;-;4;-;-;4;-;-;-;-;2;-;1;1;7;-;3;9;7;5;4;1;5;4;5;70
"V96   Acid aeronave s/motor causando traum a ocup";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-;-;-;5
"V97   Outr acid espec de transporte aereo";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;5
"V98   Outr acid transp espec";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;-;-;1;-;-;-;-;-;1;-;6
"V99   Acid transp NE";1;1;-;-;103;-;6;15;16;317;19;2;11;1;1;76;100;1;6;43;-;2;3;5;17;6;1;753
"W01   Queda mesmo nivel escorr tropec passo falso";34;16;2;20;40;2;46;30;36;60;5;10;33;37;2;58;215;179;12;273;415;125;142;6;40;59;11;1908
"W02   Queda env patins rodas gelo esqui pranch rod";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;-;5
"W03   Outr qued mesmo niv colis empurrao outr pess";-;-;-;-;1;-;-;-;-;1;-;-;1;1;-;-;2;-;-;1;1;-;1;-;-;1;-;10
"W04   Queda enquanto carreg apoiado p/outr pessoas";-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;2;3;-;-;-;-;2;-;11
"W05   Queda envolv uma cadeira de rodas";-;-;-;-;-;-;1;-;1;1;2;-;-;1;-;3;6;-;6;6;2;1;-;-;-;3;2;35
"W06   Queda de um leito";-;1;6;-;5;-;5;3;11;28;6;8;30;-;11;19;52;17;27;72;50;21;28;8;7;22;9;446
"W07   Queda de uma cadeira";-;-;2;-;-;-;1;-;2;3;-;3;3;1;3;8;13;5;7;11;15;2;12;-;1;1;1;94
"W08   Queda de outr tipo de mobilia";-;-;-;-;2;-;-;2;1;1;-;-;5;-;-;1;5;1;1;5;9;1;2;1;2;3;3;45
"W09   Queda envolv equipamento de playground";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;1;1;-;-;1;-;6
"W10   Queda em ou de escadas ou degraus";-;-;14;-;8;-;1;5;4;17;1;3;25;1;6;40;83;36;70;142;34;31;30;1;2;14;13;581
"W11   Queda em ou de escadas de mao";-;-;-;-;1;-;1;2;-;3;-;1;1;-;-;5;11;2;3;22;5;5;9;2;3;5;1;82
"W12   Queda em ou de um andaime";9;1;3;1;3;-;-;2;2;6;-;1;3;1;1;5;20;6;5;29;11;4;5;-;4;10;1;133
"W13   Queda de ou p/fora edificios outr estruturas";12;2;15;-;25;-;2;11;6;27;3;4;28;4;8;48;83;15;69;195;69;52;57;13;20;34;7;809
"W14   Queda de arvore";15;4;7;1;35;1;2;10;3;3;2;2;10;2;6;7;14;3;5;23;13;12;11;2;7;14;2;216
"W15   Queda de penhasco";-;-;-;-;-;-;1;1;-;2;-;1;1;-;-;-;1;1;-;-;-;4;4;-;-;2;1;19
"W16   Merg pulo agua caus out traum n afog submers";-;1;-;1;1;-;1;3;-;-;1;1;5;1;-;3;4;1;7;7;4;1;2;-;2;2;-;48
"W17   Outr quedas de um nivel a outr";4;-;4;3;13;1;2;7;10;5;9;12;5;1;3;14;117;25;351;165;75;13;29;3;10;14;5;900
"W18   Outr quedas no mesmo nivel";21;13;75;-;85;2;36;57;74;304;82;276;115;73;129;342;804;176;599;1569;515;199;427;160;96;537;200;6966
"W19   Queda s/especificacao";17;3;16;1;116;6;11;148;16;76;24;26;473;86;10;142;375;102;93;947;208;177;459;16;26;36;13;3623
"W20   Impacto caus objeto lanc projetado em queda";25;10;26;4;43;2;6;4;3;8;6;8;6;-;4;19;37;10;12;41;43;27;36;8;19;20;3;430
"W21   Impacto acid ativo passivo caus equip esport";-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;1;-;-;-;1;-;-;1;-;8
"W22   Impacto acid ativo passivo caus outr objetos";2;-;-;1;-;-;1;2;-;3;-;-;4;-;-;7;12;-;1;7;2;-;4;-;3;3;-;52
"W23   Apert colhid comprim esmag dentro objetos";-;-;-;-;3;2;1;2;-;2;-;-;-;-;-;1;9;7;-;15;8;5;2;-;2;4;1;64
"W24   Contato elevadores instr de transm NCOP";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;2;5;2;1;4;-;-;2;1;20
"W25   Contato c/vidro cortante";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;2;-;1;5;3;1;-;-;1;1;-;18
"W26   Contato c/faca espada e punhal";-;-;-;-;2;-;1;8;-;1;1;-;1;-;-;1;1;-;-;4;-;1;1;-;1;-;-;23
"W27   Contato c/ferramentas manuais s/motor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;1;2;-;1;1;1;-;-;10
"W28   Contato segadeira mot p/cortar aparar grama";-;1;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"W29   Contat out utens manuais ap domest equip mot";-;-;1;-;-;-;1;1;1;-;1;-;1;-;-;-;4;1;1;6;4;-;3;-;-;2;-;27
"W30   Contato c/maquinaria agricola";1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;2;9;-;-;4;6;5;2;1;4;4;-;41
"W31   Contato c/outr maquinas e c/as NE";-;-;3;-;3;-;1;1;-;1;1;-;1;3;2;5;5;2;1;12;7;8;9;2;1;1;-;69
"W32   Projetil de revolver";-;1;1;-;1;-;-;7;-;-;-;-;-;-;-;3;2;-;1;3;-;1;2;-;4;2;-;28
"W33   Rifle espingarda armas fogo de maior tamanho";-;-;3;-;4;-;1;5;-;-;1;-;-;-;-;4;-;-;1;1;-;-;-;-;2;-;-;22
"W34   Projeteis de outr armas de fogo e das NE";6;-;3;1;25;1;3;40;3;7;2;-;-;1;-;15;30;2;10;18;2;3;3;1;9;4;1;190
"W35   Explosao ou ruptura de caldeira";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;3;-;2;-;-;1;-;9
"W36   Explosao ou ruptura de cilindro de gas";-;-;-;-;-;-;-;1;-;8;-;-;1;-;-;-;-;-;1;4;2;1;3;1;-;1;1;24
"W37   Explosao ruptura pneumat tubulac mang press";-;-;1;-;-;-;1;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;2;2;-;10
"W38   Explosao ruptura outr ap pressurizados espec";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"W39   Queima de fogos de artificio";-;-;-;-;-;-;-;-;-;1;-;1;1;2;-;2;2;-;3;-;-;-;1;-;-;-;-;13
"W40   Explosao de outr materiais";-;-;-;-;2;-;-;-;-;2;-;-;1;-;-;3;7;-;3;5;5;3;1;-;-;2;-;34
"W41   Exposicao a um jato de alta pressao";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
"W44   Penetr corpo estranho olho orificio natural";-;-;2;-;-;-;1;-;-;1;-;-;2;-;-;1;-;1;-;4;-;-;2;-;-;2;2;18
"W45   Penetracao corpo objeto estranho pele";1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;5;-;1;2;-;1;1;-;16
"W49   Exposicao outr forcas mecan inanimadas e NE";-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;3;6;1;1;8;1;1;-;-;-;-;-;24
"W50   Golpe panc pontape mord escor infl outr pess";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;6
"W51   Colis entre duas pessoas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"W53   Mordedura de rato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"W54   Mordedura ou golpe provocado p/cao";-;-;-;-;1;-;-;2;-;-;-;-;-;1;1;1;2;-;-;3;-;-;5;-;1;1;1;19
"W55   Mordedura golpe provoc outr animais mamif";1;-;1;-;2;-;2;2;2;1;1;-;1;3;4;6;11;-;1;5;4;2;7;3;3;6;-;68
"W57   Morded picadas inseto outr artrop n-venen";-;-;-;-;-;-;-;-;1;2;-;1;-;-;3;2;2;-;-;3;-;-;2;1;1;1;-;19
"W59   Mordedura ou esmag provocado p/outr repteis";-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;4
"W64   Exposicao outr forcas mecan animadas e as NE";-;-;-;1;1;-;-;-;3;1;-;-;-;-;-;2;5;1;-;2;1;-;2;-;2;-;1;22
"W65   Afogamento submersao durante banho banheira";-;-;3;-;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;9
"W66   Afogamento submersao consec queda banheira";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"W67   Afogamento e submersao em piscina";-;1;1;1;-;-;-;4;4;6;3;1;5;-;2;4;13;-;7;25;11;4;9;1;3;11;1;117
"W68   Afogamento submersao conseq queda piscina";-;-;2;-;1;-;-;-;2;2;2;2;4;1;1;2;4;-;5;7;3;-;2;-;3;1;-;44
"W69   Afogamento e submersao em aguas naturais";36;7;131;25;145;13;48;100;80;152;38;36;82;102;32;201;182;44;89;366;135;80;133;53;75;97;17;2499
"W70   Afogamento submersao conseq queda aguas nat";3;2;32;3;14;4;2;21;8;3;-;2;3;-;1;18;24;1;4;10;15;24;13;1;3;6;3;220
"W73   Outr afogamentos e submersao espec";2;-;3;-;2;-;-;4;2;20;4;-;49;-;19;17;15;4;3;7;6;3;4;3;5;11;3;186
"W74   Afogamento e submersao NE";28;20;54;2;105;28;6;77;13;96;45;72;59;-;5;198;207;64;126;298;57;42;62;4;23;48;10;1749
"W75   Sufocacao e estrangulamento acid na cama";1;2;1;-;1;-;2;2;1;3;1;1;3;-;-;1;3;4;1;8;2;2;3;2;2;2;1;49
"W76   Outr enforcamento e estrangulamento acid";-;-;2;-;1;-;-;3;1;3;1;1;-;-;-;4;3;1;-;4;2;-;-;2;-;1;1;30
"W77   Risco resp dev desmor queda terra outr subst";2;-;-;-;1;-;4;-;3;-;-;2;1;3;-;4;14;2;8;5;2;1;12;3;1;7;-;75
"W78   Inalacao do conteudo gastrico";6;-;18;4;29;2;6;43;9;51;7;33;343;7;8;64;67;15;113;214;176;52;83;52;28;17;6;1453
"W79   Inalacao ingest aliment caus obstr trat resp";-;2;6;4;17;4;6;14;4;34;9;16;32;2;5;18;47;11;36;134;37;24;50;19;9;20;11;571
"W80   Inalac ingest outr obj caus obstr trat resp";1;1;2;-;3;-;-;9;3;6;2;4;4;3;5;8;19;1;11;38;17;6;13;1;1;3;2;163
"W81   Confinado aprision ambiente pobre oxigenio";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;4
"W83   Outr riscos espec a respiracao";-;1;-;-;-;-;-;1;-;-;-;1;4;-;-;1;1;-;1;9;-;-;3;-;-;1;-;23
"W84   Riscos NE a respiracao";3;1;1;2;4;-;-;5;2;32;9;8;11;24;35;163;52;52;731;466;9;3;16;11;11;4;1;1656
"W85   Exposicao linhas transm de corrente eletrica";2;1;3;-;15;1;1;14;-;6;3;2;2;-;-;3;3;-;16;10;9;3;6;2;3;3;1;109
"W86   Exposicao a outr corrente eletrica espec";-;2;-;-;7;-;8;12;1;4;1;5;7;1;-;6;8;-;3;15;5;5;6;1;6;5;1;109
"W87   Exposicao a corrente eletrica NE";9;9;30;7;88;9;15;99;35;71;20;30;95;24;7;96;70;12;81;106;28;42;70;13;29;68;11;1174
"W88   Exposicao a radiacao ionizante";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2
"W89   Expos fontes lumin artif visiv luz ultraviol";-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;2;-;-;-;-;-;-;-;8
"W92   Exposicao calor excessivo orig artificial";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"W94   Expos alta baixa variacoes pressao atmosf";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2
"W99   Exposicao outr fatores ambient artif e NE";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;1;-;-;2;-;1;1;1;-;-;-;10
"X00   Expos fogo n-contr edificio outr tipo constr";-;-;-;-;1;-;2;-;-;-;-;-;1;-;1;1;8;1;2;10;4;7;22;1;1;12;1;75
"X01   Expos fogo n-contr fora edif out tipo constr";-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;5
"X02   Exposicao fogo contr edif outr tipo constr";-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;4;-;7;6;-;-;4;1;1;2;1;30
"X03   Expos fogo contr fora edif outr tipo constr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;-;1;-;-;-;5
"X04   Exposicao combustao subst muito inflamavel";2;-;3;-;1;4;-;3;1;-;1;2;11;-;3;4;14;7;5;19;18;4;2;1;6;3;3;117
"X05   Exposicao a combustao de roupa de dormir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2
"X06   Exposicao combustao outr tipo roupa acessor";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;1;1;-;-;-;-;-;6
"X08   Exposicao outr tipo espec fumaca fogo chamas";-;-;-;-;1;-;3;1;-;2;1;1;11;-;2;5;10;1;1;5;6;2;4;-;2;5;-;63
"X09   Exposicao a tipo NE de fumaca fogo chamas";4;1;9;-;7;-;1;21;9;17;5;3;11;17;3;49;71;8;116;170;28;19;36;13;7;9;4;638
"X10   Contato bebid alim gord oleo cozinha quentes";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;3;1;1;-;1;-;-;-;-;9
"X12   Contato c/outr liquidos quentes";-;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;3;-;-;3;8;-;1;-;1;2;-;22
"X13   Contato c/vapor dagua e c/vapores quentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"X14   Contato c/ar e gases quentes";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3
"X15   Contato c/aparelhos domesticos quentes";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"X16   Contato c/aquecedores radiadores e tubulacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"X18   Contato c/outr metais quentes";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;4
"X19   Contato outr fontes calor subst quentes NE";-;-;-;-;-;-;-;2;-;4;-;-;-;1;-;4;2;1;1;4;2;-;-;-;-;1;-;22
"X20   Contato c/serpentes e lagartos venenosos";2;2;12;2;7;-;1;8;2;1;-;-;-;-;-;11;8;1;3;3;1;1;4;2;1;3;-;75
"X21   Contato c/aranhas venenosas";-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;4;1;-;-;-;9
"X22   Contato c/escorpioes";-;-;2;-;1;-;-;1;-;1;-;-;-;-;-;2;21;4;2;12;2;-;-;-;-;2;-;50
"X23   Contato c/abelhas vespas e vespoes";-;1;-;-;7;-;2;6;3;2;4;-;2;2;-;10;11;2;3;9;9;1;11;3;4;6;2;100
"X24   Contato c/centopeias e miriapodes venenosas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"X25   Contato c/outr artropodes venenosos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;3
"X27   Contato c/outr animais venenosos espec";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"X28   Contato c/outr plantas venenosas espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"X29   Contato animais ou plantas venenosos s/espec";-;2;1;1;8;-;-;4;1;2;-;-;1;-;-;2;3;-;-;9;2;1;1;1;1;1;-;41
"X30   Exposicao a calor natural excessivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"X31   Exposicao a frio natural excessivo";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;5;-;-;-;8
"X33   Vitima de raio";1;-;17;-;7;1;4;7;1;3;1;-;-;-;-;1;3;1;1;3;3;-;3;3;2;-;1;63
"X36   Vitima avalanc desab terra out mov sup terr";1;1;-;-;6;-;-;2;-;2;-;-;1;-;-;4;7;-;20;6;6;1;-;-;3;1;-;61
"X37   Vitima de tempestade cataclismica";-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;4;-;2;1;-;1;-;-;-;-;-;11
"X39   Exposicao a outr forcas da natureza e as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2
"X40   Envenen acid analg antipir anti-reum n-opiac";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;2;-;6
"X41   Env ac anticon sed hipn antipark psicot NCOP";-;-;-;-;-;-;1;-;1;1;-;-;2;-;-;4;4;5;10;8;6;2;3;-;1;3;1;52
"X42   Envenen acid narcot psicodislepticos NCOP";1;-;95;-;1;-;1;3;5;13;-;-;4;-;-;-;26;15;102;78;30;10;10;3;1;9;23;430
"X43   Envenen acid outr subst farm sist nerv auton";-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;2;2;-;-;-;1;1;-;9
"X44   Envenen acid outr drog medic subst biolog NE";1;1;4;-;1;-;-;3;-;2;1;1;1;-;-;-;5;1;17;21;7;5;4;2;-;3;1;81
"X45   Envenen acid p/e exposicao ao alcool";-;-;9;-;1;-;-;-;-;1;-;-;-;-;-;6;6;8;7;12;2;1;4;1;-;3;4;65
"X46   Envenen acid solv org hidrocarb halog vapor";-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;8;-;33;7;2;-;-;-;-;1;-;55
"X47   Intox acid outr gases e vapores";1;-;-;-;-;-;-;1;-;2;-;1;1;-;-;-;6;3;4;2;1;-;2;1;-;4;-;29
"X48   Envenen acid p/e exposicao a pesticidas";2;-;-;-;1;-;-;4;3;3;-;-;1;-;-;2;2;3;3;3;3;1;-;1;1;3;-;36
"X49   Envenen acid outr subst quim nocivas e as NE";-;-;3;1;1;-;2;6;2;-;-;3;2;2;-;1;9;9;100;10;6;3;3;2;3;5;2;175
"X50   Excesso exerc movim vigorosos ou repetitivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;-;-;4
"X52   Estadia prolongada ambiente agravitacional";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2
"X54   Falta de agua";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"X58   Exposicao a outr fatores espec";-;-;2;-;-;-;1;-;-;2;-;1;10;-;-;11;8;-;-;7;1;4;-;-;-;2;-;49
"X59   Exposicao a fatores NE";-;-;-;1;22;-;-;75;3;14;14;-;42;4;-;107;177;40;601;717;18;5;26;26;11;21;18;1942
"X60   Auto-int int analg antipir anti-reum n-opiac";-;1;-;-;1;-;-;-;1;1;-;-;-;-;-;-;1;-;-;2;-;1;3;-;-;-;-;11
"X61   Auto-int int a-conv sed hip a-park psic NCOP";-;-;-;-;3;-;2;1;2;9;2;-;15;-;4;4;32;9;28;35;24;16;24;5;4;13;14;246
"X62   Auto-intox intenc narcot psicodislept NCOP";-;1;2;-;-;-;-;3;-;4;-;-;1;1;1;3;14;4;1;19;8;4;10;-;-;3;8;87
"X63   Auto-int int outr subst farm sist nerv auton";-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;1;-;1;-;1;1;5;-;1;-;-;14
"X64   Auto-int intenc out drog med subst biolog NE";4;-;1;4;8;-;2;12;7;15;1;11;7;13;-;5;39;10;12;53;29;24;23;9;2;10;7;308
"X65   Auto-intox voluntaria p/alcool";1;1;-;1;2;1;-;4;-;3;-;2;-;-;-;3;8;2;-;9;8;3;9;2;-;1;-;60
"X66   Auto-int int solv org hidrocarb halog vapor";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;3;-;-;3;-;-;-;-;-;-;-;8
"X67   Auto-intox intenc p/outr gases e vapores";-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;5;1;1;9;6;3;3;1;2;5;2;42
"X68   Auto-intox intenc a pesticidas";13;-;3;-;5;1;3;14;13;15;3;19;47;9;30;26;42;17;16;43;21;11;11;3;4;26;8;403
"X69   Auto-int intenc outr prod quim subst noc NE";1;-;5;2;7;1;5;4;7;8;-;7;10;1;7;14;33;6;8;29;9;8;10;-;3;15;1;201
"X70   Lesao autoprov intenc enforc estrang sufoc";101;50;201;28;283;54;92;235;253;518;155;171;267;107;76;399;1091;143;368;1487;634;550;898;206;158;339;94;8958
"X71   Lesao autoprov intenc p/afogamento submersao";-;-;-;-;3;-;-;3;6;6;3;-;5;-;2;5;23;4;6;17;6;15;19;1;4;4;3;135
"X72   Lesao autoprov intenc disp arma fogo de mao";2;2;3;1;9;2;3;8;10;15;1;3;5;-;-;8;30;4;8;34;21;21;36;8;14;5;16;269
"X73   Les autoprov int disp arm fog maior calibre";-;1;3;-;4;-;1;7;6;1;1;-;-;-;-;3;1;-;1;1;2;1;5;1;3;-;2;44
"X74   Lesao autopr intenc disp outr arma fogo e NE";1;2;6;-;9;-;5;10;13;14;10;5;21;2;8;29;56;9;38;131;76;32;122;17;15;31;10;672
"X75   Lesao autoprov intenc p/disp explosivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;-;4
"X76   Lesao autoprov intenc fumaca fogo e chamas";-;-;2;-;1;-;3;1;4;7;4;1;9;-;2;12;20;1;20;29;9;3;8;2;2;10;-;150
"X77   Lesao autopr int vapor agua gas  obj quent";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;3;-;1;1;-;-;-;-;9
"X78   Lesao autoprov intenc obj cortante  penetr";-;-;2;1;4;-;4;2;1;7;2;1;9;1;-;5;23;2;12;29;22;8;11;1;2;7;3;159
"X79   Lesao autoprov intenc p/objeto contundente";-;-;-;-;-;2;-;-;-;2;-;-;17;-;-;7;4;1;-;24;-;-;-;-;1;2;1;61
"X80   Lesao autoprov intenc precip lugar elevado";-;-;4;-;8;-;2;4;5;18;4;11;10;3;4;22;62;19;29;124;31;19;27;4;7;19;15;451
"X81   Lesao autoprov intenc precip perm obj movim";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;4;-;-;9;-;1;1;-;-;2;-;19
"X82   Lesao autoprov intenc impacto veic a motor";-;-;-;-;-;-;1;1;-;4;5;-;1;-;-;4;7;2;4;30;3;3;4;2;-;3;2;76
"X83   Lesao autoprov intenc p/outr meios espec";-;-;1;-;-;-;-;1;1;2;3;-;1;-;-;3;-;-;-;8;2;1;1;3;-;1;1;29
"X84   Lesao autoprov intenc p/meios NE";2;1;1;-;2;1;1;2;1;6;2;-;2;-;-;9;29;5;146;78;3;6;10;3;4;3;-;317
"X85   Agressao meio drog medic e subst biologicas";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;3;-;-;2;-;-;-;-;1;-;1;9
"X86   Agressao p/meio de subst corrosivas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"X87   Agressao p/pesticidas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"X88   Agressao p/meio de gases e vapores";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"X89   Agressao outr prod quim subst nocivas espec";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;3
