Categoria_CID;RO;AC;AM;RR;PA;AP;TO;MA;PI;CE;RN;PB;PE;AL;SE;BA;MG;ES;RJ;SP;PR;SC;RS;MS;MT;GO;DF;Total
"V82   Ocup de um bonde traum acid transp";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;6
"V83   Ocup veic esp mot area ind traum ac transp";1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;1;1;2;-;-;1;-;9
"V84   Ocup veic esp mot uso agric traum acid trans";1;-;-;-;2;-;3;-;-;-;-;-;2;-;-;5;7;1;2;8;25;17;37;1;1;9;-;121
"V85   Ocup veic mot esp constr traum acid transp";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;1;-;-;-;-;7
"V86   Ocup veic outr uso n-via pub traum ac transp";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3;2;-;1;-;-;-;-;11
"V87   Acid trans tipo espec desconh mod transp vit";36;3;3;1;64;1;41;95;17;213;20;30;5;1;1;48;51;3;23;54;17;24;15;3;53;34;1;857
"V88   Ac n-trans tipo espec desconh mod transp vit";-;1;-;-;5;-;-;4;1;1;-;-;-;-;-;10;2;1;1;5;1;2;-;-;-;-;-;34
"V89   Acid veic mot n-mot tipos de veic NE";66;52;16;22;564;8;79;244;101;138;142;237;127;39;4;493;273;288;640;614;195;69;58;88;170;322;22;5071
"V90   Acid embarcacao caus afogamento submersao";-;3;29;-;11;3;1;5;1;-;-;1;-;-;-;-;3;-;-;1;1;1;2;-;-;-;2;64
"V91   Acid embarcacao causando outr tipo de traum";2;-;6;-;11;2;-;-;-;-;-;-;-;-;-;-;-;1;2;2;-;-;2;-;1;-;1;30
"V92   Afog submers rel transp agua s/acid embarc";-;-;21;-;4;-;2;1;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;31
"V93   Acid bord emb s/ac bem n caus afog submers";-;-;2;-;3;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;9
"V94   Outr acid transp p/agua e os NE";-;-;-;-;-;2;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"V95   Acid de aeronave mot causando traum ao ocup";-;-;1;4;3;-;-;-;4;-;-;1;-;-;-;1;5;1;1;11;10;-;1;-;2;3;2;50
"V96   Acid aeronave s/motor causando traum a ocup";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;1;1;3;1;-;-;-;-;-;1;10
"V97   Outr acid espec de transporte aereo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;2;-;-;6
"V98   Outr acid transp espec";-;-;-;-;2;-;-;2;-;1;-;1;-;-;-;1;3;-;-;3;-;-;-;-;1;-;-;14
"V99   Acid transp NE";7;-;-;2;52;-;14;13;5;420;26;3;8;1;-;100;58;1;7;29;6;2;7;-;15;5;-;781
"W01   Queda mesmo nivel escorr tropec passo falso";40;6;9;11;57;2;42;34;30;66;11;25;39;101;5;107;214;37;19;405;450;162;126;31;45;41;26;2141
"W02   Queda env patins rodas gelo esqui pranch rod";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;2;-;-;-;-;-;-;6
"W03   Outr qued mesmo niv colis empurrao outr pess";-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;6
"W04   Queda enquanto carreg apoiado p/outr pessoas";-;-;-;-;1;-;-;1;-;-;-;-;1;1;-;-;-;1;1;4;-;-;-;-;-;-;-;10
"W05   Queda envolv uma cadeira de rodas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;-;3;3;4;1;3;-;1;5;4;30
"W06   Queda de um leito";-;-;8;-;14;4;5;2;8;9;4;7;37;2;10;19;59;17;19;50;37;16;23;6;3;17;14;390
"W07   Queda de uma cadeira";-;-;-;-;-;-;-;6;-;4;2;1;8;1;1;3;9;2;4;21;17;3;8;2;-;5;2;99
"W08   Queda de outr tipo de mobilia";-;-;-;-;1;-;2;3;1;2;-;-;4;10;1;3;8;2;2;10;4;3;1;-;1;4;-;62
"W09   Queda envolv equipamento de playground";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;-;-;2;-;-;-;-;-;-;-;6
"W10   Queda em ou de escadas ou degraus";3;-;13;-;12;1;-;6;5;5;3;-;44;4;1;45;86;25;53;159;32;17;31;5;6;12;13;581
"W11   Queda em ou de escadas de mao";1;-;1;-;3;-;1;-;1;3;4;4;4;1;-;6;7;3;2;16;2;6;7;3;1;10;1;87
"W12   Queda em ou de um andaime";4;-;3;-;5;1;-;1;1;-;3;3;8;3;2;9;19;8;7;36;4;5;11;3;2;4;2;144
"W13   Queda de ou p/fora edificios outr estruturas";5;-;19;-;16;1;11;10;4;12;3;3;60;2;5;39;68;13;37;200;59;60;56;8;23;20;16;750
"W14   Queda de arvore";6;7;12;2;38;-;4;3;1;11;2;2;7;3;7;5;27;3;8;21;13;16;13;4;13;14;3;245
"W15   Queda de penhasco";-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;1;3;-;-;1;1;5;2;1;-;-;1;19
"W16   Merg pulo agua caus out traum n afog submers";2;-;2;-;2;-;-;1;-;-;1;1;3;-;1;1;5;-;7;7;3;3;3;1;3;2;-;48
"W17   Outr quedas de um nivel a outr";4;4;9;3;17;-;1;10;3;11;8;6;10;2;4;22;78;24;442;164;68;42;44;11;11;22;4;1024
"W18   Outr quedas no mesmo nivel";3;3;44;-;75;4;40;61;92;182;126;293;88;122;135;414;802;234;401;1505;557;239;311;56;74;577;155;6593
"W19   Queda s/especificacao";9;-;25;1;100;22;10;130;26;89;33;19;550;29;8;157;435;104;114;805;134;123;424;15;40;46;22;3470
"W20   Impacto caus objeto lanc projetado em queda";32;14;41;8;44;2;7;7;6;3;1;5;15;3;2;18;20;12;6;47;40;38;40;13;35;9;3;471
"W21   Impacto acid ativo passivo caus equip esport";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;4
"W22   Impacto acid ativo passivo caus outr objetos";-;-;1;-;-;-;1;4;-;2;3;1;2;-;2;8;13;1;1;9;3;7;4;-;2;1;2;67
"W23   Apert colhid comprim esmag dentro objetos";-;-;3;1;2;-;1;2;-;2;1;-;1;-;2;3;7;1;3;18;6;8;8;-;1;4;3;77
"W24   Contato elevadores instr de transm NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;2;-;1;1;-;-;1;-;9
"W25   Contato c/vidro cortante";-;-;-;-;2;-;-;-;-;-;-;-;2;-;-;-;-;-;3;1;-;2;1;-;-;-;1;12
"W26   Contato c/faca espada e punhal";-;-;1;-;1;-;-;4;-;1;2;-;-;-;-;-;3;-;1;2;-;1;2;-;-;-;-;18
"W27   Contato c/ferramentas manuais s/motor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;1;-;-;-;1;-;5
"W28   Contato segadeira mot p/cortar aparar grama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;-;-;-;4
"W29   Contat out utens manuais ap domest equip mot";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;4;-;1;-;1;1;1;-;11
"W30   Contato c/maquinaria agricola";1;-;1;1;2;-;1;1;-;1;-;-;-;-;1;3;8;1;-;11;5;5;9;5;1;6;-;63
"W31   Contato c/outr maquinas e c/as NE";1;-;1;-;4;-;2;3;-;1;-;1;2;-;-;3;9;-;1;11;4;6;6;2;2;10;1;70
"W32   Projetil de revolver";-;-;-;-;-;-;-;5;-;1;2;-;-;-;-;3;-;-;-;2;2;2;-;-;-;-;-;17
"W33   Rifle espingarda armas fogo de maior tamanho";-;-;1;-;1;-;1;4;3;-;-;-;-;-;-;1;1;-;1;1;-;1;-;1;1;-;-;17
"W34   Projeteis de outr armas de fogo e das NE";5;-;4;-;27;-;-;39;4;3;3;30;-;-;-;6;22;2;16;22;4;4;2;20;11;7;-;231
"W35   Explosao ou ruptura de caldeira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"W36   Explosao ou ruptura de cilindro de gas";-;-;2;-;3;-;1;1;-;1;-;-;2;1;-;2;1;-;3;3;5;-;-;-;1;4;-;30
"W37   Explosao ruptura pneumat tubulac mang press";1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;2;4;-;1;-;3;2;-;16
"W38   Explosao ruptura outr ap pressurizados espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;1;-;1;-;-;1;1;8
"W39   Queima de fogos de artificio";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;-;1;-;-;-;-;-;-;5
"W40   Explosao de outr materiais";-;-;1;-;2;-;-;-;-;2;-;-;-;3;-;3;5;1;4;6;2;2;1;-;1;3;-;36
"W41   Exposicao a um jato de alta pressao";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"W44   Penetr corpo estranho olho orificio natural";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;4;-;1;5;3;1;3;-;-;2;1;23
"W45   Penetracao corpo objeto estranho pele";-;-;2;-;5;-;-;-;-;-;-;-;-;-;-;1;3;-;1;-;-;1;-;1;2;1;-;17
"W49   Exposicao outr forcas mecan inanimadas e NE";1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;3;3;1;8;-;8;-;2;1;1;1;32
"W50   Golpe panc pontape mord escor infl outr pess";-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;1;-;1;1;-;-;-;-;1;-;-;8
"W51   Colis entre duas pessoas";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;4
"W54   Mordedura ou golpe provocado p/cao";-;-;-;1;3;-;-;-;4;3;-;2;-;-;-;2;4;-;-;3;2;2;3;1;-;2;-;32
"W55   Mordedura golpe provoc outr animais mamif";7;1;-;1;4;-;1;7;1;1;1;-;9;1;4;5;10;-;1;8;6;4;9;2;3;9;2;97
"W57   Morded picadas inseto outr artrop n-venen";-;-;1;-;-;-;-;5;1;3;1;1;3;1;-;1;4;1;-;2;-;-;3;2;3;-;-;32
"W58   Mordedura golpe provoc crocodilo ou aligátor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;4
"W59   Mordedura ou esmag provocado p/outr repteis";-;-;1;-;1;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"W64   Exposicao outr forcas mecan animadas e as NE";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;1;-;1;1;-;-;-;9
"W65   Afogamento submersao durante banho banheira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;3
"W66   Afogamento submersao consec queda banheira";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"W67   Afogamento e submersao em piscina";1;-;2;-;2;-;2;4;-;2;1;1;4;-;2;6;10;3;4;32;9;3;11;7;5;8;3;122
"W68   Afogamento submersao conseq queda piscina";-;-;1;4;-;1;1;1;-;-;1;-;1;2;-;1;3;-;1;8;10;2;2;-;4;-;-;43
"W69   Afogamento e submersao em aguas naturais";36;12;97;26;133;60;34;113;73;151;35;36;86;103;31;195;163;33;60;362;138;78;127;33;96;96;20;2427
"W70   Afogamento submersao conseq queda aguas nat";2;2;30;1;11;1;4;14;7;2;1;-;2;-;1;14;12;1;-;20;5;10;16;4;10;18;-;188
"W73   Outr afogamentos e submersao espec";2;1;4;1;5;-;1;13;1;5;2;3;101;-;7;23;7;2;1;9;3;4;8;2;3;12;4;224
"W74   Afogamento e submersao NE";43;15;55;8;159;11;25;119;28;130;45;60;49;8;3;265;219;71;179;275;36;59;70;17;36;77;10;2072
"W75   Sufocacao e estrangulamento acid na cama";-;-;3;-;1;1;2;1;1;-;-;-;-;-;-;2;2;1;3;4;1;1;2;1;-;4;-;30
"W76   Outr enforcamento e estrangulamento acid";-;-;1;-;3;1;-;3;1;-;1;-;1;-;-;-;2;-;-;3;1;2;-;-;-;-;2;21
"W77   Risco resp dev desmor queda terra outr subst";1;-;3;-;2;-;-;3;1;2;4;-;-;1;-;2;31;3;5;10;4;-;10;2;8;1;1;94
"W78   Inalacao do conteudo gastrico";10;1;6;9;37;4;5;23;13;30;7;42;312;7;13;69;101;41;112;306;197;58;96;42;29;24;21;1615
"W79   Inalacao ingest aliment caus obstr trat resp";4;-;3;3;21;2;9;21;8;32;8;17;19;8;3;22;58;7;54;128;37;14;52;12;12;24;15;593
"W80   Inalac ingest outr obj caus obstr trat resp";-;-;2;1;5;-;-;3;1;5;1;1;8;-;1;6;33;5;11;59;13;1;11;1;1;3;2;174
"W81   Confinado aprision ambiente pobre oxigenio";-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;2;-;2;1;-;-;1;-;-;1;-;10
"W83   Outr riscos espec a respiracao";-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;4;1;-;3;-;2;-;1;-;-;-;14
"W84   Riscos NE a respiracao";1;1;3;2;2;-;1;-;1;30;1;3;6;16;83;156;32;52;627;385;12;-;12;7;10;2;-;1445
"W85   Exposicao linhas transm de corrente eletrica";-;1;3;-;4;1;2;7;2;5;1;-;1;3;2;1;6;-;7;7;6;6;5;3;2;3;1;79
"W86   Exposicao a outr corrente eletrica espec";-;1;5;2;9;-;2;5;1;4;2;1;3;-;1;11;5;-;1;13;2;7;13;1;4;5;1;99
"W87   Exposicao a corrente eletrica NE";15;14;40;7;107;7;18;111;52;95;37;57;110;40;3;142;72;23;82;108;25;29;54;6;32;72;20;1378
"W89   Expos fontes lumin artif visiv luz ultraviol";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;4
"W90   Exposicao outr tipos radiacao nao-ionizante";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2
"W92   Exposicao calor excessivo orig artificial";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;4
"W93   Exposicao frio excessivo orig artificial";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;3
"W94   Expos alta baixa variacoes pressao atmosf";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4
"W99   Exposicao outr fatores ambient artif e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"X00   Expos fogo n-contr edificio outr tipo constr";2;-;-;-;2;1;-;-;-;1;-;-;-;-;-;1;9;1;-;18;3;4;17;5;1;1;4;70
"X01   Expos fogo n-contr fora edif out tipo constr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;1;4;-;-;1;2;1;-;12
"X02   Exposicao fogo contr edif outr tipo constr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;5;3;-;2;-;1;-;1;14
"X03   Expos fogo contr fora edif outr tipo constr";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;4
"X04   Exposicao combustao subst muito inflamavel";-;-;-;1;3;1;2;1;-;2;1;-;4;-;1;2;13;2;5;18;17;4;4;3;7;9;-;100
"X05   Exposicao a combustao de roupa de dormir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"X06   Exposicao combustao outr tipo roupa acessor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;1;-;4
"X08   Exposicao outr tipo espec fumaca fogo chamas";-;-;-;-;-;-;1;3;2;2;1;1;12;-;-;-;4;1;2;11;3;2;7;2;3;1;-;58
"X09   Exposicao a tipo NE de fumaca fogo chamas";5;1;10;-;7;-;2;16;5;6;4;11;30;19;2;48;56;15;160;143;57;26;46;3;7;21;3;703
"X10   Contato bebid alim gord oleo cozinha quentes";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2;1;-;-;3;1;2;-;-;-;-;1;12
"X12   Contato c/outr liquidos quentes";-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;-;-;1;2;2;2;-;1;-;2;-;14
"X13   Contato c/vapor dagua e c/vapores quentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;3
"X14   Contato c/ar e gases quentes";-;-;-;-;1;1;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"X15   Contato c/aparelhos domesticos quentes";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"X16   Contato c/aquecedores radiadores e tubulacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;3
"X17   Contato motores maquinas ferramentas quentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"X18   Contato c/outr metais quentes";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"X19   Contato outr fontes calor subst quentes NE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;2;-;1;2;2;1;-;-;-;-;-;12
"X20   Contato c/serpentes e lagartos venenosos";1;4;16;2;19;4;4;16;-;7;2;-;8;1;-;16;7;-;1;6;4;1;3;3;4;9;-;138
"X21   Contato c/aranhas venenosas";1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;3;1;-;2;-;-;-;1;10
"X22   Contato c/escorpioes";-;-;-;-;-;1;-;-;2;1;1;-;1;-;-;14;13;1;-;8;1;-;-;1;1;3;-;48
"X23   Contato c/abelhas vespas e vespoes";1;-;-;3;7;-;5;8;5;4;2;2;9;1;-;15;17;-;1;14;6;3;6;1;6;5;3;124
"X24   Contato c/centopeias e miriapodes venenosas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"X25   Contato c/outr artropodes venenosos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2
"X26   Contato animais e plantas marinhos venenosos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"X27   Contato c/outr animais venenosos espec";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;3
"X28   Contato c/outr plantas venenosas espec";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"X29   Contato animais ou plantas venenosos s/espec";1;-;2;-;5;-;-;-;-;1;1;-;2;-;-;4;4;1;-;1;1;-;1;1;-;-;-;25
"X30   Exposicao a calor natural excessivo";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;1;-;5
"X31   Exposicao a frio natural excessivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;1;-;-;1;-;6
"X32   Exposicao a luz solar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"X33   Vitima de raio";4;3;8;1;9;-;5;7;1;1;-;1;-;-;-;2;5;-;4;2;1;1;-;1;2;1;-;59
"X36   Vitima avalanc desab terra out mov sup terr";-;-;-;1;3;1;5;6;-;3;-;-;-;-;-;1;32;1;2;42;-;21;-;1;1;3;1;124
"X37   Vitima de tempestade cataclismica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6;1;3;-;-;1;-;-;-;-;12
"X38   Vitima de inundacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"X39   Exposicao a outr forcas da natureza e as NE";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;5
"X40   Envenen acid analg antipir anti-reum n-opiac";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3;-;-;-;1;-;-;-;-;7
"X41   Env ac anticon sed hipn antipark psicot NCOP";-;1;-;-;-;-;1;-;1;-;-;-;1;-;-;1;-;3;10;5;1;5;-;-;-;1;1;31
"X42   Envenen acid narcot psicodislepticos NCOP";-;-;48;1;2;-;1;-;10;-;1;1;14;-;-;4;44;13;129;80;13;13;8;-;-;6;14;402
"X43   Envenen acid outr subst farm sist nerv auton";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3;-;-;-;-;-;-;-;6
"X44   Envenen acid outr drog medic subst biolog NE";1;-;6;-;1;2;-;1;3;5;-;-;4;-;2;4;23;1;13;24;3;1;7;-;1;4;2;108
"X45   Envenen acid p/e exposicao ao alcool";-;-;6;-;-;-;-;-;-;-;-;-;2;-;-;4;14;5;10;7;1;2;3;1;-;2;7;64
"X46   Envenen acid solv org hidrocarb halog vapor";-;-;1;-;-;-;-;1;-;-;-;-;12;-;-;1;18;-;22;8;-;-;1;-;1;1;1;67
"X47   Intox acid outr gases e vapores";-;-;-;-;-;-;-;1;1;-;-;-;5;-;-;1;5;-;4;5;1;-;2;-;-;4;-;29
"X48   Envenen acid p/e exposicao a pesticidas";-;-;-;-;-;-;1;1;2;1;-;1;1;-;2;2;1;2;10;3;-;-;2;1;1;-;1;32
"X49   Envenen acid outr subst quim nocivas e as NE";-;-;3;-;1;-;-;3;2;-;-;2;2;2;-;6;18;4;149;21;4;1;1;1;2;3;-;225
"X50   Excesso exerc movim vigorosos ou repetitivos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;1;4
"X51   Viagem e movimento";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"X52   Estadia prolongada ambiente agravitacional";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3
"X54   Falta de agua";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"X57   Privacao NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"X58   Exposicao a outr fatores espec";-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;3;8;1;-;12;-;-;1;-;-;1;-;30
"X59   Exposicao a fatores NE";-;-;18;-;13;-;2;62;2;4;12;2;30;3;-;113;210;74;681;578;26;11;42;5;15;91;23;2017
"X60   Auto-int int analg antipir anti-reum n-opiac";-;-;1;-;-;-;-;-;-;-;-;2;1;-;-;2;2;-;-;3;-;-;1;-;-;2;-;14
"X61   Auto-int int a-conv sed hip a-park psic NCOP";-;1;1;-;1;-;-;-;1;3;1;4;14;3;4;8;37;3;20;48;19;22;17;1;5;14;8;235
"X62   Auto-intox intenc narcot psicodislept NCOP";-;2;4;-;-;-;-;-;-;3;-;-;7;-;1;5;10;2;4;31;9;8;6;4;2;8;2;108
"X63   Auto-int int outr subst farm sist nerv auton";1;-;-;-;-;-;-;1;-;1;-;-;-;2;-;1;1;-;-;-;-;2;3;-;-;1;-;13
"X64   Auto-int intenc out drog med subst biolog NE";1;1;4;1;6;-;10;15;7;22;3;9;9;18;4;20;53;12;39;102;22;18;24;7;6;22;12;447
"X65   Auto-intox voluntaria p/alcool";1;-;-;-;2;-;-;6;-;4;2;1;3;-;-;7;10;1;4;15;5;2;2;2;2;6;2;77
"X66   Auto-int int solv org hidrocarb halog vapor";-;-;-;-;-;-;-;-;1;1;-;-;2;-;-;1;1;-;3;2;-;1;1;1;-;1;-;15
"X67   Auto-intox intenc p/outr gases e vapores";-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;6;1;4;8;4;2;5;-;1;1;3;38
"X68   Auto-intox intenc a pesticidas";12;-;-;-;5;1;2;5;7;11;3;8;28;6;11;28;25;6;37;43;13;12;9;5;4;14;-;295
"X69   Auto-int intenc outr prod quim subst noc NE";-;-;-;1;1;-;3;2;2;9;3;1;7;3;3;16;27;12;17;32;13;5;16;2;-;7;3;185
"X70   Lesao autoprov intenc enforc estrang sufoc";113;58;278;34;335;49;79;270;257;484;180;205;295;115;85;517;1215;143;430;1601;677;571;1046;190;184;445;123;9979
"X71   Lesao autoprov intenc p/afogamento submersao";1;-;1;-;9;-;-;1;5;2;2;-;5;1;3;8;19;4;9;12;15;12;10;1;5;3;1;129
"X72   Lesao autoprov intenc disp arma fogo de mao";1;3;7;-;12;-;6;14;5;14;7;5;5;3;2;14;21;10;4;40;20;25;53;13;15;6;3;308
"X73   Les autoprov int disp arm fog maior calibre";1;-;3;-;2;-;1;4;1;1;-;-;-;1;2;-;2;-;1;3;1;3;3;-;4;1;-;34
"X74   Lesao autopr intenc disp outr arma fogo e NE";8;3;6;-;3;-;6;10;9;15;6;6;13;3;3;40;55;13;45;101;61;38;127;5;14;28;9;627
"X75   Lesao autoprov intenc p/disp explosivos";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;-;-;-;-;-;5
"X76   Lesao autoprov intenc fumaca fogo e chamas";-;-;-;-;1;-;1;1;4;2;9;7;15;1;3;11;26;7;10;35;11;9;9;1;2;5;6;176
"X77   Lesao autopr int vapor agua gas  obj quent";-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"X78   Lesao autoprov intenc obj cortante  penetr";-;3;1;-;2;-;2;3;2;11;4;-;6;3;1;18;32;6;11;53;11;14;27;4;3;9;5;231
"X79   Lesao autoprov intenc p/objeto contundente";-;-;-;-;-;-;2;-;-;2;1;-;11;-;-;3;4;-;2;21;-;1;2;-;7;-;-;56
"X80   Lesao autoprov intenc precip lugar elevado";-;1;7;-;7;-;1;6;4;11;7;9;17;6;6;14;48;24;77;126;34;25;41;2;4;14;19;510
"X81   Lesao autoprov intenc precip perm obj movim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;-;1;11;2;3;-;-;-;-;-;23
"X82   Lesao autoprov intenc impacto veic a motor";-;-;-;-;-;-;-;1;4;-;1;1;-;1;1;2;11;-;7;17;5;-;1;2;-;5;-;59
"X83   Lesao autoprov intenc p/outr meios espec";-;-;-;-;-;-;-;1;1;1;2;-;1;-;-;-;5;-;-;3;1;1;4;1;1;1;-;23
"X84   Lesao autoprov intenc p/meios NE";-;-;-;-;3;1;3;1;2;7;4;-;11;2;-;20;33;7;63;51;12;3;12;3;2;3;2;245
"X85   Agressao meio drog medic e subst biologicas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;1;2;-;-;1;1;-;-;-;9
"X86   Agressao p/meio de subst corrosivas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2
"X87   Agressao p/pesticidas";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"X88   Agressao p/meio de gases e vapores";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
